,Annual Temp Slope,Temp Intercept,Temp Correlation,Temp p-value,Temp Std. Err.,Annual UHI Slope,UHI Intercept,UHI Correlation,UHI p-value,UHI Std. Err.
28,0.0713939711253,14.4630656479,0.524772229002,0.00204566690653,0.0211438203638,-0.0546434435156,1.02694740308,-0.395038932935,0.0252428637939,0.0232003432374
29,0.0648229726197,17.5397542055,0.564432631251,0.00076535379294,0.0173086144137,0.0664487141599,5.7454684056,0.714386984772,4.38445605967e-06,0.0118832668005
30,0.0873634175656,9.01497686544,0.706897957869,6.11064375498e-06,0.0159597271382,-0.0647540099621,4.57123493019,-0.709926774808,5.34951943447e-06,0.0117282999036
31,0.053575484886,10.4531825317,0.588863442429,0.00123177257073,0.0147067884872,0.0206235132763,6.04880620818,0.303458776149,0.123865328489,0.0129513490117
32,0.000624985760995,16.49806292,0.00619797624329,0.973143198231,0.0184098922424,0.0690597108179,0.358219277292,0.889524297975,1.00317738205e-11,0.00647613566468
33,0.0215981152351,19.9080032475,0.205295643404,0.259666099083,0.018798581677,0.0123378673731,0.477868275657,0.187184354326,0.304962599526,0.0118212944193
34,0.0391637926261,21.6789908575,0.272241236843,0.138437396927,0.0257045668573,-0.0073925493122,1.43504703242,-0.0542151088838,0.772072235381,0.0252834131218
35,0.0669049669562,17.6910895077,0.58757128823,0.000406495269029,0.0168220233402,-0.0479433205033,2.32917687639,-0.483569271429,0.00504902258337,0.0158441424735
36,-0.0389775753036,15.4882559016,-0.405361073059,0.0213554765475,0.0160484383765,0.0936020195734,0.277687150906,0.887577819833,1.2862364904e-11,0.00886944786673
37,0.0563430430961,15.9008080314,0.6009477428,0.000275766049516,0.0136819005045,-0.0993773842514,2.47337081776,-0.94702028567,2.42133507414e-16,0.00615329443211
38,0.104335536053,16.0145991279,0.624243521939,0.000134440917614,0.0238394587028,-0.0709920738522,3.749759953,-0.525085415696,0.00203078009364,0.0210074876667
39,0.0800137780318,20.0269363788,0.692508755162,1.12481394998e-05,0.0152181100581,-0.0436009691236,1.86066922208,-0.659956855436,3.96769712916e-05,0.00906223630497
40,0.102536268831,19.6857927859,0.763945509648,3.63024464506e-07,0.015812597477,-0.0613543279758,1.59724817372,-0.669848413791,5.14790985013e-05,0.0128524189228
41,0.0289991307987,12.9782686225,0.374818800387,0.0377492692903,0.0133195729708,0.00238337106478,2.6169719549,0.0547688510669,0.769806192749,0.00806875806093
42,-0.01983914472,14.8556974187,-0.207718103051,0.253962344189,0.0170573132341,0.0473839427562,1.07091275979,0.644292774136,6.90702659589e-05,0.0102688834532
43,0.00168921407474,14.1160003317,0.0112273950702,0.953905133941,0.0289531906649,0.058295238099,1.74246542125,0.507360935393,0.00496548724419,0.0190549241544
44,0.0110312786813,22.8121684066,0.240111758282,0.185603011019,0.00814248703562,0.0158308517306,-0.268018310718,0.271348215363,0.13303138667,0.0102520085511
45,0.0396476647194,9.57527562599,0.471339665852,0.00646770456557,0.0135446513319,0.0201862810848,2.50250999056,0.273850904149,0.129351729079,0.0129435590729
46,0.111238261408,23.3859321128,0.587314963557,0.00040946161176,0.0279874554583,-0.0595664036422,3.40111211933,-0.424270375902,0.0155154402836,0.0232115184943
47,0.0311837404005,9.87336166562,0.236358294015,0.192781879208,0.0234052737602,-0.00667887746502,8.15490891307,-0.0544637929788,0.767187542388,0.022355782872
48,-0.028252951328,18.8366381814,-0.172376956964,0.380411056349,0.0316626938372,0.0628419476492,1.20595655797,0.533286719174,0.00728602562717,0.0212527089435
49,0.0499713578585,21.8886963406,0.580946212795,0.00118843617895,0.0137306780441,0.00719604284539,1.31782020806,0.130391370776,0.508393217905,0.0107308605855
50,0.100116261459,20.3368344764,0.538300131883,0.00148261068835,0.028616724609,-0.0489942344269,3.30462765026,-0.406382402707,0.0209993424466,0.0201119671039
51,0.0597548984871,21.1054308702,0.727667414878,2.37062202905e-06,0.0102839470873,-0.0122063236912,2.23546988384,-0.236516557149,0.192475332352,0.00915508722155
52,0.0488295977198,9.36721357784,0.268579083301,0.137191748838,0.0319736924285,-0.0547685051485,4.93106047595,-0.250143959324,0.167341477122,0.0387034073602
53,0.0346951501339,23.5778841403,0.432718893724,0.0133752006737,0.0131972042839,0.0186105444345,-1.02657485178,0.263292662738,0.145397130157,0.0124497083796
54,-0.0107437048178,23.1992898003,-0.123649852034,0.500162027458,0.0157417920449,0.0618029304303,0.706054851617,0.386561585775,0.028853994639,0.0269206048087
55,-0.046287207188,20.3582624728,-0.464082373588,0.0074606005212,0.0161300997592,0.0615866978232,0.612859520689,0.588992572104,0.000390389986036,0.0154277375501
56,0.0126921305572,15.6343686296,0.112380133345,0.540292811292,0.0204891753559,0.013834335808,2.47662785132,0.245833958166,0.175023155567,0.00995908367046
57,0.00949588542902,16.7664426933,0.084610813713,0.65087505381,0.0207658852242,-0.0274532003143,1.40467465383,-0.208984121984,0.259205092269,0.0238552289055
58,-0.00044964458753,18.1818675889,-0.00674054483017,0.97079312028,0.012178782513,0.111211343954,-0.683990127282,0.896444402589,9.14660586126e-12,0.0102090087755
